Index, Value, PeakType, Avg.Filter, Std.Filter
 128,   0.6499, 0,   5.9235,   5.0940
 129,   0.3072, 0,   5.6668,   5.2954
 130,   0.2141, 0,   5.0440,   5.4935
 131,   3.0926, 0,   4.0439,   4.6989
 132,  38.9979, 1,   3.2796,   3.3218
 133,   3.7982, 0,   2.7339,   2.6259
 134,  14.7799, 1,   2.5350,   2.3580
 135,  42.6707, 1,   3.2674,   2.8488
 136,   0.0288, 0,   2.7163,   2.8356
 137,   2.6042, 0,   2.8818,   2.7703
 138,   0.1828, 0,   2.8301,   2.8145
 139,  20.9331, 1,   2.9763,   2.7382
 140,   0.3652, 0,   2.9815,   2.7331
 141,   2.1767, 0,   3.1600,   2.6078
 142,   0.1732, 0,   2.8946,   2.7461
 143,   0.4917, 0,   2.3317,   2.5386
 144,   0.7698, 0,   2.0564,   2.5288
 145,   0.4353, 0,   1.6508,   2.3950
 146,   0.6266, 0,   0.9193,   0.9013
 147,  18.9254, 1,   1.1400,   0.9520
 148,   6.5933, 1,   1.1642,   0.9915
 149,   0.4039, 0,   1.1843,   0.9734
 150,  15.3003, 1,   1.1511,   0.9421
 151,  36.1024, 1,   1.6011,   1.4848
 152,   0.1328, 0,   1.4153,   1.5284
 153,  31.4801, 1,   1.6966,   1.5584
 154,   1.1777, 0,   1.7589,   1.5222
 155,   1.7376, 0,   1.8469,   1.4901
 156,   0.2088, 0,   1.8263,   1.5109
 157,   7.3457, 1,   1.8532,   1.4918
 158,   0.5217, 0,   1.6773,   1.5240
 159,   4.0028, 0,   1.7803,   1.6353
 160,   0.1216, 0,   1.7546,   1.6588
 161,  20.9840, 1,   1.7832,   1.6636
 162,   8.4920, 1,   1.5579,   1.2977
 163,   0.8189, 0,   1.6203,   1.2431
 164,  13.1783, 1,   1.5101,   1.1417
 165,  11.3776, 1,   1.6746,   1.2103
 166,  21.0263, 1,   1.9521,   1.5068
 167,   0.7302, 0,   1.9995,   1.4586
 168,   0.3077, 0,   1.9436,   1.5097
 169,   0.0080, 0,   1.8969,   1.5601
 170,   0.5328, 0,   1.5815,   1.4492
 171,   0.1885, 0,   1.5876,   1.4432
 172,  39.5785, 1,   1.7621,   1.6137
 173,   0.0240, 0,   1.5064,   1.6457
 174,   0.1344, 0,   1.4442,   1.6830
 175,   1.0067, 0,   1.3489,   1.6754
 176,   4.9799, 0,   1.5301,   1.9310
 177,   7.0953, 0,   1.7396,   2.3524
 178,   5.4957, 0,   2.1728,   2.5566
 179,   1.7381, 0,   2.3028,   2.4940
 180,   0.1765, 0,   2.3181,   2.4804
 181,   0.0812, 0,   2.2771,   2.5131
 182,   0.3690, 0,   2.2935,   2.5000
 183,   1.6587, 0,   2.0691,   2.4352
 184,  47.2724, 1,   2.6323,   2.6075
 185,   9.2492, 0,   3.4609,   3.0864
 186,  16.5967, 1,   4.2771,   3.4900
 187,   3.9197, 0,   4.1807,   3.4839
 188,   0.9482, 0,   3.6219,   3.4645
 189,   2.0993, 0,   3.3131,   3.4350
 190,   0.0930, 0,   3.1635,   3.5347
 191,   0.3811, 0,   3.1821,   3.5194
 192,   0.1941, 0,   3.1924,   3.5105
 193,   0.3043, 0,   3.1865,   3.5153
 194,   0.3764, 0,   3.0699,   3.5846
 195,   1.7784, 0,   2.6662,   3.4548
 196,  14.8728, 1,   2.1060,   2.7746
 197,   3.5242, 0,   1.5188,   1.3764
 198,   0.3613, 0,   1.1953,   1.1780
 199,   0.3144, 0,   1.1377,   1.2039
 200,   2.0233, 0,   1.1308,   1.1986
 201,  46.4618, 1,   1.7102,   1.8952
 202,  21.4926, 1,   2.4001,   2.5528
 203,   4.4165, 0,   2.7840,   2.5094
 204,   0.2093, 0,   2.7753,   2.5180
 205,   1.1372, 0,   2.8445,   2.4610
 206,   0.8660, 0,   2.7615,   2.5104
 207,   6.6063, 0,   3.0814,   2.7448
 208,   7.5771, 0,   3.4499,   3.0361
 209,   0.7452, 0,   3.4847,   3.0024
 210,  13.7857, 1,   3.6425,   2.8746
 211,   1.7627, 0,   3.6188,   2.8889
 212,   0.3358, 0,   3.0614,   2.8770
 213,  21.0191, 1,   2.5554,   2.4228
 214,   3.1895, 0,   2.4439,   2.3621
 215,   0.0332, 0,   2.4279,   2.3777
 216,   5.4299, 0,   2.8181,   2.4838
 217,   3.1352, 0,   3.0244,   2.4061
 218,   0.4217, 0,   2.4621,   2.2187
 219,   3.6866, 0,   2.1085,   1.5985
 220,   0.0063, 0,   2.0413,   1.6684
 221,   3.6409, 0,   2.1860,   1.7307
 222,  27.3952, 1,   2.5727,   2.0404
 223,  11.2793, 1,   3.1369,   2.1961
 224,   3.9499, 0,   3.2775,   2.1941
 225,  36.2034, 1,   3.6398,   2.4624
 226,   0.0075, 0,   3.6375,   2.4658
 227,   0.3383, 0,   3.1746,   2.5619
 228,   0.4298, 0,   2.9287,   2.6810
 229,   1.1282, 0,   2.9929,   2.6281
 230,  16.9602, 1,   2.9042,   2.6196
 231,   6.2871, 0,   3.4752,   2.6103
 232,   5.0336, 0,   3.6018,   2.6487
 233,   6.6410, 0,   3.6586,   2.7060
 234,   1.4692, 0,   3.1974,   2.6056
 235,   1.8207, 0,   3.0038,   2.6215
 236,   2.0043, 0,   2.5337,   2.2717
 237,   1.6654, 0,   2.6845,   2.1508
 238,   0.0941, 0,   2.6623,   2.1760
 239,   0.2169, 0,   2.6429,   2.1967
 240,   2.0492, 0,   2.7266,   2.1545
 241,   0.3149, 0,   2.5088,   2.2634
 242,   0.7901, 0,   2.0090,   1.9606
 243,   0.6501, 0,   1.6105,   1.7382
 244,   3.9737, 0,   1.3681,   1.0816
 245,   0.8569, 0,   1.3124,   1.0907
 246,   9.8885, 1,   1.3069,   1.0882
 247,   0.0183, 0,   1.1263,   1.1218
 248,   0.5285, 0,   1.0230,   1.1197
 249, 285.8957, 1,   3.6567,   8.1072
 250,  10.3299, 0,   4.5761,   8.2374
 251, 108.6936, 1,   6.2231,   9.3090
 252,   5.0114, 0,   6.6500,   9.1343
 253,   0.5796, 0,   6.6309,   9.1467
 254,   0.0772, 0,   6.5788,   9.1822
 255,   0.3325, 0,   6.2478,   9.3345
 256,   1.3121, 0,   6.2892,   9.3115
 257,   3.9086, 0,   6.4845,   9.2367
 258,   1.4109, 0,   6.6111,   9.1564
 259,   0.4181, 0,   6.6011,   9.1631
 260,   1.9134, 0,   4.1327,   5.8302
 261,  11.3708, 0,   4.2274,   5.9375
 262,   2.9241, 0,   2.6599,   3.1394
 263,   5.5862, 0,   2.7122,   3.1826
 264,   1.6067, 0,   2.8055,   3.1333
 265,  11.8443, 0,   3.8753,   3.9273
 266,   5.4729, 0,   4.3426,   3.7811
 267,   0.2066, 0,   4.2421,   3.8738
 268,   0.0256, 0,   3.8891,   4.0606
 269,   0.2569, 0,   3.7842,   4.1374
 270,   0.5323, 0,   3.7945,   4.1291
 271,   0.0496, 0,   3.6251,   4.2396
 272,  90.8607, 1,   3.4215,   3.9031
 273,   0.4221, 0,   3.1940,   3.9972
 274,   2.1082, 0,   2.8778,   3.9325
 275,   0.1307, 0,   2.7436,   3.9982
 276,   0.5577, 0,   1.7176,   2.7996
 277,   0.2405, 0,   1.2419,   2.5550
 278,  23.0310, 1,   1.4522,   2.5563
 279,   2.0649, 0,   1.6375,   2.5198
 280,   7.7596, 0,   2.3196,   3.0196
 281,   0.5065, 0,   2.3173,   3.0210
 282,  10.2544, 0,   3.2450,   3.6777
 283,  22.7211, 1,   3.4605,   4.0653
 284,   0.2735, 0,   3.4470,   4.0756
 285,  10.1745, 0,   4.1803,   4.4749
 286,   1.0149, 0,   4.2606,   4.4089
 287,   0.6771, 0,   4.2715,   4.3999
 288,   1.6909, 0,   4.4034,   4.2976
 289,   3.2058, 0,   4.4658,   4.2747
 290,   5.2044, 0,   4.7512,   4.2092
 291,  45.4567, 1,   4.8848,   4.3244
 292,   1.8487, 0,   5.0068,   4.2167
 293,   0.7553, 0,   4.1433,   4.0218
 294,   9.0254, 0,   3.9182,   3.6564
 295,   2.5677, 0,   4.1268,   3.5049
 296,   0.3476, 0,   3.2334,   3.0756
 297,   0.8493, 0,   3.2184,   3.0868
 298,   7.8284, 0,   3.8685,   3.2328
 299,   0.2073, 0,   3.7336,   3.3496
 300,   1.1730, 0,   3.5488,   3.4288
 301,  13.2840, 0,   4.2833,   4.4254
 302,   0.9520, 0,   3.5308,   4.2193
 303,   5.8250, 0,   3.8923,   4.2300
 304,   0.4714, 0,   3.8664,   4.2499
 305,   0.1812, 0,   3.0624,   4.0286
 306,   0.0691, 0,   2.8353,   4.1195
 307,   3.5795, 0,   3.1291,   4.0462
 308,  15.4757, 1,   3.4854,   4.0021
 309,   0.2868, 0,   2.7998,   3.8422
 310,   9.0956, 0,   3.6079,   4.1354
 311,   1.5698, 0,   3.6439,   4.1157
 312,   1.3218, 0,   2.5565,   2.7926
 313,   9.8424, 0,   3.3647,   3.4260
 314,  28.6890, 1,   3.9013,   4.1541
 315,   1.2296, 0,   3.9702,   4.1026
 316,  10.0434, 0,   4.8667,   4.2515
 317,   5.7552, 0,   5.3837,   3.9733
 318,   1.7147, 0,   5.2141,   4.0849
 319,   0.5005, 0,   4.8261,   4.3055
 320,   4.4597, 0,   5.2055,   4.0661
 321,   2.5252, 0,   4.6081,   3.9311
 322,  17.5062, 1,   4.8312,   3.8204
 323,   0.6801, 0,   4.7728,   3.8780
 324,   0.0785, 0,   3.8852,   3.7307
 325,   1.4008, 0,   2.9465,   2.8297
 326, 365.5301, 1,   6.2723,  10.3537
 327,   0.9076, 0,   5.4418,  10.3842
 328,  46.6057, 1,   5.4165,  10.3838
 329,   0.2706, 0,   5.2852,  10.4387
 330,   0.1346, 0,   5.2520,  10.4545
 331,  91.1759, 1,   5.6864,  10.5117
 332,   0.3808, 0,   5.4915,  10.5881
 333,   0.5783, 0,   5.1783,  10.6775
 334,   1.0437, 0,   5.2113,  10.6641
 335,  27.9344, 0,   7.7437,  12.3229
 336,  17.9754, 0,   9.2505,  12.4677
 337,   1.2621, 0,   5.9276,   8.7198
 338,   5.2087, 0,   6.3186,   8.5812
 339,   0.1010, 0,   5.8298,   8.7663
 340,   0.4644, 0,   5.8475,   8.7553
 341,   1.2737, 0,   5.9510,   8.6937
 342,   0.0238, 0,   5.1133,   8.7801
 343,   0.4251, 0,   5.1173,   8.7779
 344,   0.7511, 0,   5.1330,   8.7699
 345,   0.3568, 0,   5.0706,   8.8012
 346,   3.9796, 0,   2.8929,   5.0303
 347,   0.5580, 0,   1.3095,   1.6161
 348,   3.0460, 0,   1.4717,   1.6910
 349,   8.8171, 1,   1.3275,   1.4107
 350,   0.8874, 0,   1.3990,   1.3659
 351,   0.0115, 0,   1.3578,   1.3999
 352,   0.0315, 0,   1.2449,   1.4513
 353,   0.6376, 0,   1.3007,   1.4146
 354,   0.8100, 0,   1.3357,   1.3971
 355,   0.1663, 0,   1.2825,   1.4291
 356,   2.0307, 0,   1.4347,   1.4115
 357,  15.5234, 1,   1.3802,   1.3208
 358,   1.5158, 0,   1.4673,   1.2950
 359,  17.4058, 1,   1.4726,   1.3017
 360, 365.5301, 1,   4.7203,  11.0061
 361,   0.7417, 0,   4.7070,  11.0108
 362,   1.4134, 0,   4.8345,  10.9638
 363,   4.1282, 0,   5.2069,  10.8634
 364,  91.7577, 1,   6.3209,  10.9655
 365,   3.7105, 0,   6.5845,  10.8642
 366,   0.2758, 0,   6.5945,  10.8584
 367,   5.3052, 0,   6.8922,  10.7738
 368,   0.1481, 0,   6.5984,  10.9088
 369,   0.4701, 0,   6.5033,  10.9571
 370,   6.1280, 0,   6.7781,  10.9062
 371,   3.9979, 0,   3.5646,   3.5901
 372,  32.4957, 1,   4.1196,   3.5827
 373,  36.5376, 1,   4.8836,   3.8127
 374,   0.3524, 0,   4.5403,   4.0291
 375,   0.2739, 0,   3.3933,   3.1989
 376,   0.2249, 0,   3.0764,   3.3221
 377,   0.1778, 0,   3.0675,   3.3297
 378,   0.2306, 0,   2.6062,   3.3393
 379,   9.7241, 0,   3.4767,   3.8012
 380,   4.5941, 0,   3.8516,   3.6879
 381,   0.7782, 0,   3.3653,   3.7083
 382,   1.7232, 0,   3.1585,   3.7306
 383,   2.9646, 0,   2.8055,   3.5439
 384,   0.6725, 0,   1.9742,   2.7952
 385,   3.4678, 0,   2.2574,   2.7742
 386,   0.4458, 0,   2.2731,   2.7635
 387,   5.9156, 0,   2.7904,   2.8625
 388,   0.6990, 0,   2.8378,   2.8229
 389,   1.9342, 0,   2.9926,   2.7205
 390,   1.0282, 0,   2.2021,   1.7343
 391,   0.5102, 0,   1.8308,   1.6155
 392,   0.8064, 0,   1.8334,   1.6139
 393,   0.8968, 0,   1.7583,   1.6364
 394,   1.4947, 0,   1.6246,   1.5918
 395,   1.9088, 0,   1.7370,   1.5640
 396,   8.8871, 1,   1.6588,   1.4955
 397,   0.4363, 0,   1.6579,   1.4962
 398,   0.1085, 0,   1.1300,   0.7281
 399,   0.1880, 0,   1.0835,   0.7692
 400,   6.5907, 1,   0.9830,   0.7223
 401,   1.1499, 0,   0.9940,   0.7238
 402,   0.0177, 0,   0.9493,   0.7664
 403,   0.8136, 0,   0.9499,   0.7663
 404,   5.7225, 1,   0.9870,   0.7726
 405,   0.9559, 0,   0.9380,   0.7558
 406,   0.7722, 0,   0.8347,   0.6909
 407,  19.5125, 1,   0.8383,   0.7002
 408,   6.2564, 1,   1.0720,   0.9212
 409,1223.4095, 1,  12.4301,  35.6234
 410,   0.3793, 0,  12.4475,  35.6174
 411,  26.0604, 0,  14.7413,  35.6078
 412,   0.4950, 0,  14.6818,  35.6310
 413,   3.6850, 0,  15.0152,  35.5092
 414,   6.1247, 0,  15.4980,  35.3485
 415,   0.7130, 0,  15.4442,  35.3705
 416,   0.5831, 0,  15.4103,  35.3845
 417,   5.8607, 0,  15.8729,  35.2230
 418,   0.4492, 0,  15.6732,  35.3036
 419,  26.7550, 0,  17.8321,  35.1890
 420,   1.1913, 0,   6.5724,   9.5732
 421,   6.5376, 0,   7.1323,   9.3726
 422,   6.9453, 0,   5.3945,   7.2290
 423,   0.9798, 0,   5.4386,   7.2005
 424,   1.7567, 0,   5.2633,   7.2642
 425,  11.5160, 0,   5.7534,   7.4843
 426,   3.2646, 0,   5.9854,   7.3631
 427,   5.9131, 0,   6.4699,   7.1643
 428,   1.9553, 0,   6.1149,   7.2815
 429,   0.1795, 0,   6.0904,   7.3010
 430,   0.1321, 0,   3.6701,   3.4429
 431,   8.6615, 0,   4.3492,   3.6192
 432,   1.2175, 0,   3.8656,   3.6498
 433,   0.7428, 0,   3.3017,   3.6093
 434,   0.2562, 0,   3.2359,   3.6573
 435,   6.0348, 0,   3.6249,   3.7065
 436,   0.2960, 0,   2.6049,   2.8362
 437,   0.0439, 0,   2.3121,   2.9181
 438,   1.8877, 0,   1.9461,   2.6867
 439,   2.1208, 0,   1.9612,   2.6872
 440,   2.4096, 0,   2.1639,   2.6286
 441,   0.2505, 0,   2.1747,   2.6205
 442,   3.7050, 0,   1.7241,   1.7469
 443,   1.7207, 0,   1.7698,   1.7396
 444,  45.2077, 1,   2.2541,   2.0920
 445,   0.3171, 0,   2.2596,   2.0868
 446,   2.9767, 0,   1.9816,   1.7402
 447,   0.4116, 0,   1.9921,   1.7304
 448,   0.4549, 0,   2.0295,   1.6919
 449,   4.5681, 0,   2.2731,   1.8404
 450,   0.1199, 0,   2.0912,   1.9425
 451,   2.5399, 0,   2.1031,   1.9448
 452,  24.8597, 1,   2.5141,   1.9872
 453,  10.2158, 1,   2.6606,   2.1242
 454,  34.0526, 1,   3.2487,   2.6202
 455,  10.5483, 0,   3.6559,   3.2895
 456,   0.3151, 0,   3.6557,   3.2896
 457,   1.2040, 0,   3.4945,   3.3616
 458,   8.8638, 0,   4.2629,   3.5308
 459,  32.2609, 1,   5.2401,   3.8174
 460,   0.5124, 0,   4.8714,   4.0531
 461,   1.7680, 0,   5.0212,   3.9024
 462,   0.2868, 0,   4.8164,   4.0822
 463,   8.1069, 0,   5.1196,   4.1901
 464,   0.8893, 0,   4.7171,   4.3610
 465,   1.1807, 0,   4.0799,   4.3189
 466,   3.6354, 0,   3.4515,   3.8042
 467,   0.0677, 0,   3.4290,   3.8234
 468,   2.5092, 0,   3.5476,   3.7724
 469,   0.7084, 0,   2.8062,   3.4416
 470,   0.2721, 0,   1.8125,   2.2429
 471,   0.0844, 0,   1.7735,   2.2687
 472,   1.4744, 0,   1.7469,   2.2703
 473,  25.5309, 1,   2.0735,   2.2951
 474,   2.8392, 0,   1.5946,   1.3350
 475,   1.3746, 0,   1.6387,   1.3188
 476,  12.0692, 1,   1.7536,   1.3289
 477, 406.1038, 1,   5.3149,  11.9164
 478,  15.8137, 0,   6.7464,  12.1437
 479,  38.4925, 0,  10.0176,  15.0584
 480,   0.1276, 0,   9.9648,  15.0919
 481,  40.0938, 0,  13.5849,  16.9895
 482,  60.0461, 0,  19.0360,  20.9428
 483,  36.4091, 0,  22.2119,  20.6861
 484,  21.1639, 0,  23.7832,  19.8745
 485,   1.2245, 0,  23.6364,  20.0340
 486,   0.1660, 0,  23.5265,  20.1587
 487,   5.4972, 0,  23.8040,  19.8857
 488,   1.9286, 0,  20.0876,  19.8063
 489,   0.0144, 0,  18.6513,  20.6203
 490,   3.9850, 0,  15.5142,  19.9781
 491,   0.5444, 0,  15.5521,  19.9492
 492,   1.5590, 0,  12.0489,  18.6747
 493,   0.1245, 0,   6.6015,  11.0710
 494,   0.2147, 0,   3.3111,   5.8887
 495,   0.6362, 0,   1.4450,   1.6942
 496,   0.8500, 0,   1.4109,   1.7020
 497,   4.4082, 0,   1.7966,   1.8504
 498,   1.3742, 0,   1.4217,   1.4334
 499,   0.0882, 0,   1.2544,   1.4714
 500,   7.6760, 1,   1.3301,   1.4264
 501,   1.6430, 0,   1.1172,   1.1651
 502,   7.4669, 1,   1.2700,   1.1899
 503,  18.3955, 1,   1.4776,   1.4024
 504,   1.1518, 0,   1.5710,   1.3421
 505,   0.1561, 0,   1.5657,   1.3475
 506,   2.5777, 0,   1.7422,   1.3414
 507,   2.4645, 0,   1.8889,   1.3239
 508,  64.8426, 1,   2.2793,   2.2899
 509,   9.8809, 1,   2.9562,   2.9326
 510,  48.9474, 1,   4.1148,   3.9215
 511,  29.7793, 1,   5.3585,   4.7663
 512,   5.2669, 0,   5.6880,   4.6211
 513,   6.7709, 0,   6.1012,   4.4945
 514,   9.2230, 0,   6.5904,   4.5148
 515,  15.2436, 0,   7.8714,   4.7813
 516,   0.5356, 0,   7.9059,   4.7265
 517,   4.0798, 0,   8.0425,   4.5904
 518,   0.0905, 0,   7.8267,   4.8934
 519,   2.7517, 0,   7.2857,   5.0916
 520,   9.8864, 0,   7.3826,   5.1298
 521,   1.2031, 0,   6.3254,   5.0959
 522,   3.8826, 0,   5.3576,   4.4112
 523,   0.0930, 0,   4.8873,   4.6644
 524,  51.6938, 1,   4.7493,   4.6289
 525,  10.6840, 0,   4.8821,   4.7740
 526,   2.1005, 0,   3.6873,   3.5082
 527,   0.7423, 0,   3.7061,   3.4918
 528,  44.3679, 1,   3.7993,   3.5141
 529,   0.2762, 0,   3.8161,   3.4966
 530,   0.7062, 0,   3.6302,   3.6011
 531,   0.3068, 0,   2.7593,   3.1074
 532,   0.9178, 0,   2.7334,   3.1214
 533,   1.7329, 0,   2.5380,   3.1106
 534,  58.9218, 1,   3.2069,   3.2985
 535,   1.6606, 0,   2.8804,   3.2573
 536,   0.0578, 0,   1.9143,   2.2057
 537,   2.9392, 0,   1.9906,   2.2252
 538,   0.3247, 0,   1.9526,   2.2496
 539,   1.2684, 0,   1.6038,   2.0195
 540,  15.5197, 1,   1.8236,   1.9944
 541,   1.7896, 0,   1.9221,   1.9633
 542,   0.0788, 0,   1.9014,   1.9814
 543,   0.6709, 0,   1.8789,   1.9938
 544,   1.9670, 0,   1.9002,   1.9933
 545,   7.8670, 0,   1.9380,   2.0992
 546,  12.1490, 1,   2.5411,   2.7767
 547,   0.0583, 0,   2.5411,   2.7767
 548,   3.9523, 0,   2.6332,   2.8050
 549,  50.5898, 1,   3.3870,   3.1732
 550,   0.1402, 0,   3.2844,   3.2572
 551,   0.2119, 0,   3.0588,   3.3741
 552,   0.2698, 0,   2.9207,   3.4535
 553,   0.3218, 0,   2.9428,   3.4359
 554,   3.3771, 0,   3.1888,   3.3605
 555,   0.1930, 0,   3.0275,   3.4565
 556,   0.6785, 0,   2.3740,   3.1453
 557,   0.7505, 0,   1.6881,   2.5445
 558,   0.4012, 0,   1.7193,   2.5264
 559,   2.7635, 0,   1.6112,   2.4529
 560,   0.7713, 0,   0.8981,   1.0543
 561,   0.4897, 0,   0.9298,   1.0361
 562,   4.3872, 1,   0.9905,   1.0115
 563,   2.8790, 0,   1.2277,   1.1153
 564,   2.4162, 0,   1.4181,   1.1231
 565,   0.4230, 0,   1.1496,   0.9646
 566,  34.8957, 1,   1.4839,   1.1868
 567,   0.8654, 0,   1.5009,   1.1764
 568,   0.3697, 0,   1.4662,   1.2033
 569,   0.0099, 0,   1.4307,   1.2395
 570,   4.0138, 0,   1.5443,   1.4030
 571, 655.9851, 1,   7.7661,  19.4796
 572,   1.1627, 0,   7.8273,  19.4577
 573,   0.0217, 0,   7.7493,  19.4871
 574,   1.2976, 0,   7.6056,  19.5283
 575,   0.4471, 0,   7.4266,  19.5840
 576,   0.4181, 0,   7.4261,  19.5841
 577,   1.1149, 0,   7.1756,  19.6455
 578,   2.7443, 0,   7.3464,  19.5980
 579,   1.0556, 0,   7.4088,  19.5768
 580,  10.5080, 0,   8.3632,  19.4483
 581,   8.3037, 0,   8.7531,  19.4002
