Index, Value, PeakType, Avg.Filter, Std.Filter
 128,   0.6499, 0,   0.5068,   0.1685
 129,   0.3072, 0,   0.5020,   0.1732
 130,   0.2141, 0,   0.4889,   0.1884
 131,   3.0926, 1,   0.4757,   0.2017
 132,  38.9979, 1,   0.4625,   0.2133
 133,   3.7982, 1,   0.4493,   0.2235
 134,  14.7799, 1,   0.4361,   0.2325
 135,  42.6707, 1,   0.3994,   0.2328
 136,   0.0288, 0,   0.3459,   0.2440
 137,   2.6042, 1,   0.2773,   0.2157
 138,   0.1828, 0,   0.2256,   0.1557
 139,  20.9331, 1,   0.1832,   0.0791
 140,   0.3652, 0,   0.1884,   0.0885
 141,   2.1767, 1,   0.2022,   0.1021
 142,   0.1732, 0,   0.1985,   0.1024
 143,   0.4917, 0,   0.2237,   0.1328
 144,   0.7698, 1,   0.2489,   0.1534
 145,   0.4353, 0,   0.2690,   0.1618
 146,   0.6266, 0,   0.3066,   0.1900
 147,  18.9254, 1,   0.3609,   0.1883
 148,   6.5933, 1,   0.4152,   0.1700
 149,   0.4039, 0,   0.4353,   0.1536
 150,  15.3003, 1,   0.4555,   0.1322
 151,  36.1024, 1,   0.4590,   0.1302
 152,   0.1328, 0,   0.4378,   0.1593
 153,  31.4801, 1,   0.4342,   0.1657
 154,   1.1777, 1,   0.4015,   0.1854
 155,   1.7376, 1,   0.3689,   0.1978
 156,   0.2088, 0,   0.3483,   0.2016
 157,   7.3457, 1,   0.3103,   0.1842
 158,   0.5217, 0,   0.3008,   0.1697
 159,   4.0028, 1,   0.2913,   0.1533
 160,   0.1216, 0,   0.2656,   0.1559
 161,  20.9840, 1,   0.2399,   0.1542
 162,   8.4920, 1,   0.2143,   0.1481
 163,   0.8189, 1,   0.2133,   0.1487
 164,  13.1783, 1,   0.2122,   0.1493
 165,  11.3776, 1,   0.2112,   0.1499
 166,  21.0263, 1,   0.2102,   0.1505
 167,   0.7302, 1,   0.2023,   0.1526
 168,   0.3077, 0,   0.2113,   0.1556
 169,   0.0080, 0,   0.1646,   0.1305
 170,   0.5328, 0,   0.1656,   0.1333
 171,   0.1885, 0,   0.1717,   0.1326
 172,  39.5785, 1,   0.1777,   0.1317
 173,   0.0240, 0,   0.1689,   0.1383
 174,   0.1344, 0,   0.1700,   0.1380
 175,   1.0067, 1,   0.1712,   0.1376
 176,   4.9799, 1,   0.1724,   0.1373
 177,   7.0953, 1,   0.1735,   0.1369
 178,   5.4957, 1,   0.1747,   0.1365
 179,   1.7381, 1,   0.1589,   0.1301
 180,   0.1765, 0,   0.1743,   0.1210
 181,   0.0812, 0,   0.1332,   0.0453
 182,   0.3690, 1,   0.1234,   0.0439
 183,   1.6587, 1,   0.1137,   0.0402
 184,  47.2724, 1,   0.1189,   0.0308
 185,   9.2492, 1,   0.1140,   0.0322
 186,  16.5967, 1,   0.1092,   0.0327
 187,   3.9197, 1,   0.1044,   0.0326
 188,   0.9482, 1,   0.0995,   0.0317
 189,   2.0993, 1,   0.0947,   0.0300
 190,   0.0930, 0,   0.0909,   0.0273
 191,   0.3811, 1,   0.0833,   0.0045
 192,   0.1941, 1,   0.0844,   0.0053
 193,   0.3043, 1,   0.0854,   0.0057
 194,   0.3764, 1,   0.0865,   0.0059
 195,   1.7784, 1,   0.0876,   0.0059
 196,  14.8728, 1,   0.0887,   0.0057
 197,   3.5242, 1,   0.0897,   0.0053
 198,   0.3613, 1,   0.0908,   0.0045
 199,   0.3144, 1,   0.0919,   0.0034
 200,   2.0233, 1,   0.0930,   0.0000
 201,  46.4618, 1,   0.0930,   0.0000
 202,  21.4926, 1,   0.0930,   0.0000
 203,   4.4165, 1,   0.0930,   0.0000
 204,   0.2093, 1,   0.0930,   0.0000
 205,   1.1372, 1,   0.0930,   0.0000
 206,   0.8660, 1,   0.0930,   0.0000
 207,   6.6063, 1,   0.0930,   0.0000
 208,   7.5771, 1,   0.0930,   0.0000
 209,   0.7452, 1,   0.0930,   0.0000
 210,  13.7857, 1,   0.0930,   0.0000
 211,   1.7627, 1,   0.0930,   0.0000
 212,   0.3358, 1,   0.0930,   0.0000
 213,  21.0191, 1,   0.0930,   0.0000
 214,   3.1895, 1,   0.0930,   0.0000
 215,   0.0332,-1,   0.0930,   0.0000
 216,   5.4299, 1,   0.0930,   0.0000
 217,   3.1352, 1,   0.0930,   0.0000
 218,   0.4217, 1,   0.0930,   0.0000
 219,   3.6866, 1,   0.0930,   0.0000
 220,   0.0063,-1,   0.0930,   0.0000
 221,   3.6409, 1,   0.0930,   0.0000
 222,  27.3952, 1,   0.0930,   0.0000
 223,  11.2793, 1,   0.0930,   0.0000
 224,   3.9499, 1,   0.0930,   0.0000
 225,  36.2034, 1,   0.0930,   0.0000
 226,   0.0075,-1,   0.0930,   0.0000
 227,   0.3383, 1,   0.0930,   0.0000
 228,   0.4298, 1,   0.0930,   0.0000
 229,   1.1282, 1,   0.0930,   0.0000
 230,  16.9602, 1,   0.0930,   0.0000
 231,   6.2871, 1,   0.0930,   0.0000
 232,   5.0336, 1,   0.0930,   0.0000
 233,   6.6410, 1,   0.0930,   0.0000
 234,   1.4692, 1,   0.0930,   0.0000
 235,   1.8207, 1,   0.0930,   0.0000
 236,   2.0043, 1,   0.0930,   0.0000
 237,   1.6654, 1,   0.0930,   0.0000
 238,   0.0941, 1,   0.0930,   0.0000
 239,   0.2169, 1,   0.0930,   0.0000
 240,   2.0492, 1,   0.0930,   0.0000
 241,   0.3149, 1,   0.0930,   0.0000
 242,   0.7901, 1,   0.0930,   0.0000
 243,   0.6501, 1,   0.0930,   0.0000
 244,   3.9737, 1,   0.0930,   0.0000
 245,   0.8569, 1,   0.0930,   0.0000
 246,   9.8885, 1,   0.0930,   0.0000
 247,   0.0183,-1,   0.0930,   0.0000
 248,   0.5285, 1,   0.0930,   0.0000
 249, 285.8957, 1,   0.0930,   0.0000
 250,  10.3299, 1,   0.0930,   0.0000
 251, 108.6936, 1,   0.0930,   0.0000
 252,   5.0114, 1,   0.0930,   0.0000
 253,   0.5796, 1,   0.0930,   0.0000
 254,   0.0772,-1,   0.0930,   0.0000
 255,   0.3325, 1,   0.0930,   0.0000
 256,   1.3121, 1,   0.0930,   0.0000
 257,   3.9086, 1,   0.0930,   0.0000
 258,   1.4109, 1,   0.0930,   0.0000
 259,   0.4181, 1,   0.0930,   0.0000
 260,   1.9134, 1,   0.0930,   0.0000
 261,  11.3708, 1,   0.0930,   0.0000
 262,   2.9241, 1,   0.0930,   0.0000
 263,   5.5862, 1,   0.0930,   0.0000
 264,   1.6067, 1,   0.0930,   0.0000
 265,  11.8443, 1,   0.0930,   0.0000
 266,   5.4729, 1,   0.0930,   0.0000
 267,   0.2066, 1,   0.0930,   0.0000
 268,   0.0256,-1,   0.0930,   0.0000
 269,   0.2569, 1,   0.0930,   0.0000
 270,   0.5323, 1,   0.0930,   0.0000
 271,   0.0496,-1,   0.0930,   0.0000
 272,  90.8607, 1,   0.0930,   0.0000
 273,   0.4221, 1,   0.0930,   0.0000
 274,   2.1082, 1,   0.0930,   0.0000
 275,   0.1307, 1,   0.0930,   0.0000
 276,   0.5577, 1,   0.0930,   0.0000
 277,   0.2405, 1,   0.0930,   0.0000
 278,  23.0310, 1,   0.0930,   0.0000
 279,   2.0649, 1,   0.0930,   0.0000
 280,   7.7596, 1,   0.0930,   0.0000
 281,   0.5065, 1,   0.0930,   0.0000
 282,  10.2544, 1,   0.0930,   0.0000
 283,  22.7211, 1,   0.0930,   0.0000
 284,   0.2735, 1,   0.0930,   0.0000
 285,  10.1745, 1,   0.0930,   0.0000
 286,   1.0149, 1,   0.0930,   0.0000
 287,   0.6771, 1,   0.0930,   0.0000
 288,   1.6909, 1,   0.0930,   0.0000
 289,   3.2058, 1,   0.0930,   0.0000
 290,   5.2044, 1,   0.0930,   0.0000
 291,  45.4567, 1,   0.0930,   0.0000
 292,   1.8487, 1,   0.0930,   0.0000
 293,   0.7553, 1,   0.0930,   0.0000
 294,   9.0254, 1,   0.0930,   0.0000
 295,   2.5677, 1,   0.0930,   0.0000
 296,   0.3476, 1,   0.0930,   0.0000
 297,   0.8493, 1,   0.0930,   0.0000
 298,   7.8284, 1,   0.0930,   0.0000
 299,   0.2073, 1,   0.0930,   0.0000
 300,   1.1730, 1,   0.0930,   0.0000
 301,  13.2840, 1,   0.0930,   0.0000
 302,   0.9520, 1,   0.0930,   0.0000
 303,   5.8250, 1,   0.0930,   0.0000
 304,   0.4714, 1,   0.0930,   0.0000
 305,   0.1812, 1,   0.0930,   0.0000
 306,   0.0691,-1,   0.0930,   0.0000
 307,   3.5795, 1,   0.0930,   0.0000
 308,  15.4757, 1,   0.0930,   0.0000
 309,   0.2868, 1,   0.0930,   0.0000
 310,   9.0956, 1,   0.0930,   0.0000
 311,   1.5698, 1,   0.0930,   0.0000
 312,   1.3218, 1,   0.0930,   0.0000
 313,   9.8424, 1,   0.0930,   0.0000
 314,  28.6890, 1,   0.0930,   0.0000
 315,   1.2296, 1,   0.0930,   0.0000
 316,  10.0434, 1,   0.0930,   0.0000
 317,   5.7552, 1,   0.0930,   0.0000
 318,   1.7147, 1,   0.0930,   0.0000
 319,   0.5005, 1,   0.0930,   0.0000
 320,   4.4597, 1,   0.0930,   0.0000
 321,   2.5252, 1,   0.0930,   0.0000
 322,  17.5062, 1,   0.0930,   0.0000
 323,   0.6801, 1,   0.0930,   0.0000
 324,   0.0785,-1,   0.0930,   0.0000
 325,   1.4008, 1,   0.0930,   0.0000
 326, 365.5301, 1,   0.0930,   0.0000
 327,   0.9076, 1,   0.0930,   0.0000
 328,  46.6057, 1,   0.0930,   0.0000
 329,   0.2706, 1,   0.0930,   0.0000
 330,   0.1346, 1,   0.0930,   0.0000
 331,  91.1759, 1,   0.0930,   0.0000
 332,   0.3808, 1,   0.0930,   0.0000
 333,   0.5783, 1,   0.0930,   0.0000
 334,   1.0437, 1,   0.0930,   0.0000
 335,  27.9344, 1,   0.0930,   0.0000
 336,  17.9754, 1,   0.0930,   0.0000
 337,   1.2621, 1,   0.0930,   0.0000
 338,   5.2087, 1,   0.0930,   0.0000
 339,   0.1010, 1,   0.0930,   0.0000
 340,   0.4644, 1,   0.0930,   0.0000
 341,   1.2737, 1,   0.0930,   0.0000
 342,   0.0238,-1,   0.0930,   0.0000
 343,   0.4251, 1,   0.0930,   0.0000
 344,   0.7511, 1,   0.0930,   0.0000
 345,   0.3568, 1,   0.0930,   0.0000
 346,   3.9796, 1,   0.0930,   0.0000
 347,   0.5580, 1,   0.0930,   0.0000
 348,   3.0460, 1,   0.0930,   0.0000
 349,   8.8171, 1,   0.0930,   0.0000
 350,   0.8874, 1,   0.0930,   0.0000
 351,   0.0115,-1,   0.0930,   0.0000
 352,   0.0315,-1,   0.0930,   0.0000
 353,   0.6376, 1,   0.0930,   0.0000
 354,   0.8100, 1,   0.0930,   0.0000
 355,   0.1663, 1,   0.0930,   0.0000
 356,   2.0307, 1,   0.0930,   0.0000
 357,  15.5234, 1,   0.0930,   0.0000
 358,   1.5158, 1,   0.0930,   0.0000
 359,  17.4058, 1,   0.0930,   0.0000
 360, 365.5301, 1,   0.0930,   0.0000
 361,   0.7417, 1,   0.0930,   0.0000
 362,   1.4134, 1,   0.0930,   0.0000
 363,   4.1282, 1,   0.0930,   0.0000
 364,  91.7577, 1,   0.0930,   0.0000
 365,   3.7105, 1,   0.0930,   0.0000
 366,   0.2758, 1,   0.0930,   0.0000
 367,   5.3052, 1,   0.0930,   0.0000
 368,   0.1481, 1,   0.0930,   0.0000
 369,   0.4701, 1,   0.0930,   0.0000
 370,   6.1280, 1,   0.0930,   0.0000
 371,   3.9979, 1,   0.0930,   0.0000
 372,  32.4957, 1,   0.0930,   0.0000
 373,  36.5376, 1,   0.0930,   0.0000
 374,   0.3524, 1,   0.0930,   0.0000
 375,   0.2739, 1,   0.0930,   0.0000
 376,   0.2249, 1,   0.0930,   0.0000
 377,   0.1778, 1,   0.0930,   0.0000
 378,   0.2306, 1,   0.0930,   0.0000
 379,   9.7241, 1,   0.0930,   0.0000
 380,   4.5941, 1,   0.0930,   0.0000
 381,   0.7782, 1,   0.0930,   0.0000
 382,   1.7232, 1,   0.0930,   0.0000
 383,   2.9646, 1,   0.0930,   0.0000
 384,   0.6725, 1,   0.0930,   0.0000
 385,   3.4678, 1,   0.0930,   0.0000
 386,   0.4458, 1,   0.0930,   0.0000
 387,   5.9156, 1,   0.0930,   0.0000
 388,   0.6990, 1,   0.0930,   0.0000
 389,   1.9342, 1,   0.0930,   0.0000
 390,   1.0282, 1,   0.0930,   0.0000
 391,   0.5102, 1,   0.0930,   0.0000
 392,   0.8064, 1,   0.0930,   0.0000
 393,   0.8968, 1,   0.0930,   0.0000
 394,   1.4947, 1,   0.0930,   0.0000
 395,   1.9088, 1,   0.0930,   0.0000
 396,   8.8871, 1,   0.0930,   0.0000
 397,   0.4363, 1,   0.0930,   0.0000
 398,   0.1085, 1,   0.0930,   0.0000
 399,   0.1880, 1,   0.0930,   0.0000
 400,   6.5907, 1,   0.0930,   0.0000
 401,   1.1499, 1,   0.0930,   0.0000
 402,   0.0177,-1,   0.0930,   0.0000
 403,   0.8136, 1,   0.0930,   0.0000
 404,   5.7225, 1,   0.0930,   0.0000
 405,   0.9559, 1,   0.0930,   0.0000
 406,   0.7722, 1,   0.0930,   0.0000
 407,  19.5125, 1,   0.0930,   0.0000
 408,   6.2564, 1,   0.0930,   0.0000
 409,1223.4095, 1,   0.0930,   0.0000
 410,   0.3793, 1,   0.0930,   0.0000
 411,  26.0604, 1,   0.0930,   0.0000
 412,   0.4950, 1,   0.0930,   0.0000
 413,   3.6850, 1,   0.0930,   0.0000
 414,   6.1247, 1,   0.0930,   0.0000
 415,   0.7130, 1,   0.0930,   0.0000
 416,   0.5831, 1,   0.0930,   0.0000
 417,   5.8607, 1,   0.0930,   0.0000
 418,   0.4492, 1,   0.0930,   0.0000
 419,  26.7550, 1,   0.0930,   0.0000
 420,   1.1913, 1,   0.0930,   0.0000
 421,   6.5376, 1,   0.0930,   0.0000
 422,   6.9453, 1,   0.0930,   0.0000
 423,   0.9798, 1,   0.0930,   0.0000
 424,   1.7567, 1,   0.0930,   0.0000
 425,  11.5160, 1,   0.0930,   0.0000
 426,   3.2646, 1,   0.0930,   0.0000
 427,   5.9131, 1,   0.0930,   0.0000
 428,   1.9553, 1,   0.0930,   0.0000
 429,   0.1795, 1,   0.0930,   0.0000
 430,   0.1321, 1,   0.0930,   0.0000
 431,   8.6615, 1,   0.0930,   0.0000
 432,   1.2175, 1,   0.0930,   0.0000
 433,   0.7428, 1,   0.0930,   0.0000
 434,   0.2562, 1,   0.0930,   0.0000
 435,   6.0348, 1,   0.0930,   0.0000
 436,   0.2960, 1,   0.0930,   0.0000
 437,   0.0439,-1,   0.0930,   0.0000
 438,   1.8877, 1,   0.0930,   0.0000
 439,   2.1208, 1,   0.0930,   0.0000
 440,   2.4096, 1,   0.0930,   0.0000
 441,   0.2505, 1,   0.0930,   0.0000
 442,   3.7050, 1,   0.0930,   0.0000
 443,   1.7207, 1,   0.0930,   0.0000
 444,  45.2077, 1,   0.0930,   0.0000
 445,   0.3171, 1,   0.0930,   0.0000
 446,   2.9767, 1,   0.0930,   0.0000
 447,   0.4116, 1,   0.0930,   0.0000
 448,   0.4549, 1,   0.0930,   0.0000
 449,   4.5681, 1,   0.0930,   0.0000
 450,   0.1199, 1,   0.0930,   0.0000
 451,   2.5399, 1,   0.0930,   0.0000
 452,  24.8597, 1,   0.0930,   0.0000
 453,  10.2158, 1,   0.0930,   0.0000
 454,  34.0526, 1,   0.0930,   0.0000
 455,  10.5483, 1,   0.0930,   0.0000
 456,   0.3151, 1,   0.0930,   0.0000
 457,   1.2040, 1,   0.0930,   0.0000
 458,   8.8638, 1,   0.0930,   0.0000
 459,  32.2609, 1,   0.0930,   0.0000
 460,   0.5124, 1,   0.0930,   0.0000
 461,   1.7680, 1,   0.0930,   0.0000
 462,   0.2868, 1,   0.0930,   0.0000
 463,   8.1069, 1,   0.0930,   0.0000
 464,   0.8893, 1,   0.0930,   0.0000
 465,   1.1807, 1,   0.0930,   0.0000
 466,   3.6354, 1,   0.0930,   0.0000
 467,   0.0677,-1,   0.0930,   0.0000
 468,   2.5092, 1,   0.0930,   0.0000
 469,   0.7084, 1,   0.0930,   0.0000
 470,   0.2721, 1,   0.0930,   0.0000
 471,   0.0844,-1,   0.0930,   0.0000
 472,   1.4744, 1,   0.0930,   0.0000
 473,  25.5309, 1,   0.0930,   0.0000
 474,   2.8392, 1,   0.0930,   0.0000
 475,   1.3746, 1,   0.0930,   0.0000
 476,  12.0692, 1,   0.0930,   0.0000
 477, 406.1038, 1,   0.0930,   0.0000
 478,  15.8137, 1,   0.0930,   0.0000
 479,  38.4925, 1,   0.0930,   0.0000
 480,   0.1276, 1,   0.0930,   0.0000
 481,  40.0938, 1,   0.0930,   0.0000
 482,  60.0461, 1,   0.0930,   0.0000
 483,  36.4091, 1,   0.0930,   0.0000
 484,  21.1639, 1,   0.0930,   0.0000
 485,   1.2245, 1,   0.0930,   0.0000
 486,   0.1660, 1,   0.0930,   0.0000
 487,   5.4972, 1,   0.0930,   0.0000
 488,   1.9286, 1,   0.0930,   0.0000
 489,   0.0144,-1,   0.0930,   0.0000
 490,   3.9850, 1,   0.0930,   0.0000
 491,   0.5444, 1,   0.0930,   0.0000
 492,   1.5590, 1,   0.0930,   0.0000
 493,   0.1245, 1,   0.0930,   0.0000
 494,   0.2147, 1,   0.0930,   0.0000
 495,   0.6362, 1,   0.0930,   0.0000
 496,   0.8500, 1,   0.0930,   0.0000
 497,   4.4082, 1,   0.0930,   0.0000
 498,   1.3742, 1,   0.0930,   0.0000
 499,   0.0882,-1,   0.0930,   0.0000
 500,   7.6760, 1,   0.0930,   0.0000
 501,   1.6430, 1,   0.0930,   0.0000
 502,   7.4669, 1,   0.0930,   0.0000
 503,  18.3955, 1,   0.0930,   0.0000
 504,   1.1518, 1,   0.0930,   0.0000
 505,   0.1561, 1,   0.0930,   0.0000
 506,   2.5777, 1,   0.0930,   0.0000
 507,   2.4645, 1,   0.0930,   0.0000
 508,  64.8426, 1,   0.0930,   0.0000
 509,   9.8809, 1,   0.0930,   0.0000
 510,  48.9474, 1,   0.0930,   0.0000
 511,  29.7793, 1,   0.0930,   0.0000
 512,   5.2669, 1,   0.0930,   0.0000
 513,   6.7709, 1,   0.0930,   0.0000
 514,   9.2230, 1,   0.0930,   0.0000
 515,  15.2436, 1,   0.0930,   0.0000
 516,   0.5356, 1,   0.0930,   0.0000
 517,   4.0798, 1,   0.0930,   0.0000
 518,   0.0905,-1,   0.0930,   0.0000
 519,   2.7517, 1,   0.0930,   0.0000
 520,   9.8864, 1,   0.0930,   0.0000
 521,   1.2031, 1,   0.0930,   0.0000
 522,   3.8826, 1,   0.0930,   0.0000
 523,   0.0930,-1,   0.0930,   0.0000
 524,  51.6938, 1,   0.0930,   0.0000
 525,  10.6840, 1,   0.0930,   0.0000
 526,   2.1005, 1,   0.0930,   0.0000
 527,   0.7423, 1,   0.0930,   0.0000
 528,  44.3679, 1,   0.0930,   0.0000
 529,   0.2762, 1,   0.0930,   0.0000
 530,   0.7062, 1,   0.0930,   0.0000
 531,   0.3068, 1,   0.0930,   0.0000
 532,   0.9178, 1,   0.0930,   0.0000
 533,   1.7329, 1,   0.0930,   0.0000
 534,  58.9218, 1,   0.0930,   0.0000
 535,   1.6606, 1,   0.0930,   0.0000
 536,   0.0578,-1,   0.0930,   0.0000
 537,   2.9392, 1,   0.0930,   0.0000
 538,   0.3247, 1,   0.0930,   0.0000
 539,   1.2684, 1,   0.0930,   0.0000
 540,  15.5197, 1,   0.0930,   0.0000
 541,   1.7896, 1,   0.0930,   0.0000
 542,   0.0788,-1,   0.0930,   0.0000
 543,   0.6709, 1,   0.0930,   0.0000
 544,   1.9670, 1,   0.0930,   0.0000
 545,   7.8670, 1,   0.0930,   0.0000
 546,  12.1490, 1,   0.0930,   0.0000
 547,   0.0583,-1,   0.0930,   0.0000
 548,   3.9523, 1,   0.0930,   0.0000
 549,  50.5898, 1,   0.0930,   0.0000
 550,   0.1402, 1,   0.0930,   0.0000
 551,   0.2119, 1,   0.0930,   0.0000
 552,   0.2698, 1,   0.0930,   0.0000
 553,   0.3218, 1,   0.0930,   0.0000
 554,   3.3771, 1,   0.0930,   0.0000
 555,   0.1930, 1,   0.0930,   0.0000
 556,   0.6785, 1,   0.0930,   0.0000
 557,   0.7505, 1,   0.0930,   0.0000
 558,   0.4012, 1,   0.0930,   0.0000
 559,   2.7635, 1,   0.0930,   0.0000
 560,   0.7713, 1,   0.0930,   0.0000
 561,   0.4897, 1,   0.0930,   0.0000
 562,   4.3872, 1,   0.0930,   0.0000
 563,   2.8790, 1,   0.0930,   0.0000
 564,   2.4162, 1,   0.0930,   0.0000
 565,   0.4230, 1,   0.0930,   0.0000
 566,  34.8957, 1,   0.0930,   0.0000
 567,   0.8654, 1,   0.0930,   0.0000
 568,   0.3697, 1,   0.0930,   0.0000
 569,   0.0099,-1,   0.0930,   0.0000
 570,   4.0138, 1,   0.0930,   0.0000
 571, 655.9851, 1,   0.0930,   0.0000
 572,   1.1627, 1,   0.0930,   0.0000
 573,   0.0217,-1,   0.0930,   0.0000
 574,   1.2976, 1,   0.0930,   0.0000
 575,   0.4471, 1,   0.0930,   0.0000
 576,   0.4181, 1,   0.0930,   0.0000
 577,   1.1149, 1,   0.0930,   0.0000
 578,   2.7443, 1,   0.0930,   0.0000
 579,   1.0556, 1,   0.0930,   0.0000
 580,  10.5080, 1,   0.0930,   0.0000
 581,   8.3037, 1,   0.0930,   0.0000
