Index, Value, PeakType, Avg.Filter, Std.Filter
 128,   0.6499, 0,  14.7571,  21.7195
 129,   0.3072, 0,  12.2330,  21.6386
 130,   0.2141, 0,  11.6101,  21.8757
 131,   3.0926, 0,   4.8600,   6.8389
 132,  38.9979, 0,   6.2173,  10.8321
 133,   3.7982, 0,   5.6716,  10.7889
 134,  14.7799, 0,   6.3712,  11.1028
 135,  42.6707, 0,  10.1942,  15.0144
 136,   0.0288, 0,   9.6431,  15.2641
 137,   2.6042, 0,   9.8086,  15.1768
 138,   0.1828, 0,   9.7569,  15.2084
 139,  20.9331, 0,  11.6009,  15.2221
 140,   0.3652, 0,  11.6061,  15.2182
 141,   2.1767, 0,  11.7846,  15.0946
 142,   0.1732, 0,  11.5191,  15.2697
 143,   0.4917, 0,   8.0186,  12.7797
 144,   0.7698, 0,   7.7433,  12.8997
 145,   0.4353, 0,   6.4392,  12.8474
 146,   0.6266, 0,   2.6170,   5.8464
 147,  18.9254, 0,   4.3349,   7.4026
 148,   6.5933, 0,   4.6975,   7.4067
 149,   0.4039, 0,   4.7176,   7.3947
 150,  15.3003, 0,   4.2056,   6.3794
 151,  36.1024, 0,   7.4544,  11.0133
 152,   0.1328, 0,   7.2686,  11.1175
 153,  31.4801, 0,  10.1147,  12.8145
 154,   1.1777, 0,  10.1770,  12.7692
 155,   1.7376, 0,  10.2650,  12.7072
 156,   0.2088, 0,  10.2444,  12.7233
 157,   7.3457, 0,  10.8553,  12.4042
 158,   0.5217, 0,   9.1822,  12.4439
 159,   4.0028, 0,   8.9467,  12.5150
 160,   0.1216, 0,   8.9210,  12.5328
 161,  20.9840, 0,   9.4377,  12.8970
 162,   8.4920, 0,   6.9277,   9.7712
 163,   0.8189, 0,   6.9901,   9.7298
 164,  13.1783, 0,   5.3263,   6.3920
 165,  11.3776, 0,   6.2536,   6.4624
 166,  21.0263, 0,   8.0071,   7.5281
 167,   0.7302, 0,   8.0545,   7.4804
 168,   0.3077, 0,   7.4146,   7.8075
 169,   0.0080, 0,   7.3679,   7.8500
 170,   0.5328, 0,   7.0525,   8.0462
 171,   0.1885, 0,   7.0586,   8.0409
 172,  39.5785, 0,   8.7490,  11.8453
 173,   0.0240, 0,   7.9792,  12.1092
 174,   0.1344, 0,   7.9169,  12.1475
 175,   1.0067, 0,   6.8104,  12.1722
 176,   4.9799, 0,   6.2288,  12.0927
 177,   7.0953, 0,   4.9624,  11.1710
 178,   5.4957, 0,   5.3956,  11.0906
 179,   1.7381, 0,   5.5256,  11.0384
 180,   0.1765, 0,   5.5410,  11.0309
 181,   0.0812, 0,   5.4999,  11.0503
 182,   0.3690, 0,   5.5163,  11.0425
 183,   1.6587, 0,   2.0691,   2.4352
 184,  47.2724, 1,   2.6323,   2.6075
 185,   9.2492, 0,   3.4609,   3.0864
 186,  16.5967, 0,   4.8782,   4.7598
 187,   3.9197, 0,   4.7818,   4.7675
 188,   0.9482, 0,   4.2230,   4.8235
 189,   2.0993, 0,   3.9142,   4.8408
 190,   0.0930, 0,   3.7647,   4.9303
 191,   0.3811, 0,   3.7833,   4.9171
 192,   0.1941, 0,   3.7936,   4.9095
 193,   0.3043, 0,   3.7877,   4.9137
 194,   0.3764, 0,   3.6711,   4.9776
 195,   1.7784, 0,   3.2673,   4.9344
 196,  14.8728, 0,   3.7785,   5.7513
 197,   3.5242, 0,   2.5901,   4.0908
 198,   0.3613, 0,   2.2666,   4.1135
 199,   0.3144, 0,   2.2090,   4.1359
 200,   2.0233, 0,   2.2021,   4.1362
 201,  46.4618, 1,   2.7816,   4.2452
 202,  21.4926, 0,   4.7008,   6.7559
 203,   4.4165, 0,   5.0847,   6.6072
 204,   0.2093, 0,   5.0760,   6.6135
 205,   1.1372, 0,   5.1452,   6.5678
 206,   0.8660, 0,   5.0623,   6.6154
 207,   6.6063, 0,   4.3108,   5.8878
 208,   7.5771, 0,   4.6792,   5.9535
 209,   0.7452, 0,   4.7141,   5.9291
 210,  13.7857, 0,   5.9388,   6.2751
 211,   1.7627, 0,   5.9151,   6.2903
 212,   0.3358, 0,   5.3577,   6.4853
 213,  21.0191, 0,   5.3146,   6.3788
 214,   3.1895, 0,   5.2031,   6.4042
 215,   0.0332, 0,   5.1871,   6.4168
 216,   5.4299, 0,   5.5773,   6.2879
 217,   3.1352, 0,   5.7836,   6.1660
 218,   0.4217, 0,   5.2214,   6.3447
 219,   3.6866, 0,   4.8677,   6.3119
 220,   0.0063, 0,   4.8005,   6.3592
 221,   3.6409, 0,   3.8783,   5.6896
 222,  27.3952, 0,   6.2085,   8.7642
 223,  11.2793, 0,   7.2034,   8.6616
 224,   3.9499, 0,   5.6516,   7.4984
 225,  36.2034, 0,   8.6529,  11.4683
 226,   0.0075, 0,   8.6505,  11.4701
 227,   0.3383, 0,   8.1877,  11.6913
 228,   0.4298, 0,   7.9417,  11.8227
 229,   1.1282, 0,   8.0059,  11.7836
 230,  16.9602, 0,   9.2126,  11.9578
 231,   6.2871, 0,   9.7836,  11.6506
 232,   5.0336, 0,   9.9102,  11.5906
 233,   6.6410, 0,   8.0235,  10.1961
 234,   1.4692, 0,   7.1317,  10.3008
 235,   1.8207, 0,   6.9381,  10.3785
 236,   2.0043, 0,   3.8291,   4.7328
 237,   1.6654, 0,   3.9798,   4.6341
 238,   0.0941, 0,   3.9576,   4.6520
 239,   0.2169, 0,   3.9383,   4.6671
 240,   2.0492, 0,   4.0220,   4.6240
 241,   0.3149, 0,   2.5088,   2.2634
 242,   0.7901, 0,   2.0090,   1.9606
 243,   0.6501, 0,   1.6105,   1.7382
 244,   3.9737, 0,   1.3681,   1.0816
 245,   0.8569, 0,   1.3124,   1.0907
 246,   9.8885, 0,   2.0458,   2.7045
 247,   0.0183, 0,   1.8653,   2.7668
 248,   0.5285, 0,   1.7619,   2.7935
 249, 285.8957, 1,   4.3957,   8.2695
 250,  10.3299, 0,   5.3150,   8.3158
 251, 108.6936, 1,   6.9620,   9.2478
 252,   5.0114, 0,   7.3890,   9.0370
 253,   0.5796, 0,   7.3698,   9.0512
 254,   0.0772, 0,   7.3178,   9.0913
 255,   0.3325, 0,   6.9868,   9.2715
 256,   1.3121, 0,   7.0281,   9.2450
 257,   3.9086, 0,   6.4845,   9.2367
 258,   1.4109, 0,   6.6111,   9.1564
 259,   0.4181, 0,   6.6011,   9.1631
 260,   1.9134, 0,   4.1327,   5.8302
 261,  11.3708, 0,   4.2274,   5.9375
 262,   2.9241, 0,   2.6599,   3.1394
 263,   5.5862, 0,   2.7122,   3.1826
 264,   1.6067, 0,   2.8055,   3.1333
 265,  11.8443, 0,   3.8753,   3.9273
 266,   5.4729, 0,   4.3426,   3.7811
 267,   0.2066, 0,   4.2421,   3.8738
 268,   0.0256, 0,   3.8891,   4.0606
 269,   0.2569, 0,   3.7842,   4.1374
 270,   0.5323, 0,   3.7945,   4.1291
 271,   0.0496, 0,   3.6251,   4.2396
 272,  90.8607, 1,   3.4215,   3.9031
 273,   0.4221, 0,   3.1940,   3.9972
 274,   2.1082, 0,   2.8778,   3.9325
 275,   0.1307, 0,   2.7436,   3.9982
 276,   0.5577, 0,   1.7176,   2.7996
 277,   0.2405, 0,   1.2419,   2.5550
 278,  23.0310, 0,   3.3168,   6.7295
 279,   2.0649, 0,   3.5022,   6.6640
 280,   7.7596, 0,   4.1843,   6.6809
 281,   0.5065, 0,   4.1820,   6.6822
 282,  10.2544, 0,   5.1097,   6.7521
 283,  22.7211, 0,   6.3452,   8.4137
 284,   0.2735, 0,   6.3316,   8.4233
 285,  10.1745, 0,   7.0650,   8.3747
 286,   1.0149, 0,   7.1453,   8.3118
 287,   0.6771, 0,   7.1562,   8.3032
 288,   1.6909, 0,   7.2880,   8.2033
 289,   3.2058, 0,   5.4858,   6.5597
 290,   5.2044, 0,   5.7712,   6.4724
 291,  45.4567, 0,   9.1982,  13.1516
 292,   1.8487, 0,   9.3202,  13.0764
 293,   0.7553, 0,   8.4566,  13.2980
 294,   9.0254, 0,   7.2116,  12.5227
 295,   2.5677, 0,   7.4201,  12.4241
 296,   0.3476, 0,   6.5268,  12.5466
 297,   0.8493, 0,   6.5117,  12.5533
 298,   7.8284, 0,   7.1618,  12.4188
 299,   0.2073, 0,   7.0270,  12.4853
 300,   1.1730, 0,   6.8422,  12.5554
 301,  13.2840, 0,   7.5767,  12.6739
 302,   0.9520, 0,   3.5308,   4.2193
 303,   5.8250, 0,   3.8923,   4.2300
 304,   0.4714, 0,   3.8664,   4.2499
 305,   0.1812, 0,   3.0624,   4.0286
 306,   0.0691, 0,   2.8353,   4.1195
 307,   3.5795, 0,   3.1291,   4.0462
 308,  15.4757, 0,   4.4588,   5.2905
 309,   0.2868, 0,   3.7732,   5.2981
 310,   9.0956, 0,   4.5812,   5.3699
 311,   1.5698, 0,   4.6173,   5.3482
 312,   1.3218, 0,   3.5298,   4.6454
 313,   9.8424, 0,   4.3380,   4.8934
 314,  28.6890, 0,   6.4166,   8.5633
 315,   1.2296, 0,   6.4855,   8.5181
 316,  10.0434, 0,   7.3821,   8.3242
 317,   5.7552, 0,   7.8990,   8.0252
 318,   1.7147, 0,   7.7295,   8.1336
 319,   0.5005, 0,   6.3681,   7.9748
 320,   4.4597, 0,   6.7474,   7.7732
 321,   2.5252, 0,   6.1501,   7.8221
 322,  17.5062, 0,   7.5989,   8.3008
 323,   0.6801, 0,   7.5406,   8.3468
 324,   0.0785, 0,   6.6529,   8.5710
 325,   1.4008, 0,   4.1722,   5.0666
 326, 365.5301, 1,   7.4980,  10.8032
 327,   0.9076, 0,   6.6675,  10.9261
 328,  46.6057, 0,  10.3812,  15.8278
 329,   0.2706, 0,  10.2499,  15.9049
 330,   0.1346, 0,  10.2166,  15.9256
 331,  91.1759, 0,  18.0999,  28.0057
 332,   0.3808, 0,  17.9050,  28.1207
 333,   0.5783, 0,  16.3661,  28.5602
 334,   1.0437, 0,  16.3991,  28.5422
 335,  27.9344, 0,  18.9315,  28.2157
 336,  17.9754, 0,  20.4383,  27.6767
 337,   1.2621, 0,  17.1154,  27.5852
 338,   5.2087, 0,  17.5064,  27.3824
 339,   0.1010, 0,  13.2787,  26.1244
 340,   0.4644, 0,  13.2963,  26.1157
 341,   1.2737, 0,  13.3999,  26.0655
 342,   0.0238, 0,   5.1133,   8.7801
 343,   0.4251, 0,   5.1173,   8.7779
 344,   0.7511, 0,   5.1330,   8.7699
 345,   0.3568, 0,   5.0706,   8.8012
 346,   3.9796, 0,   2.8929,   5.0303
 347,   0.5580, 0,   1.3095,   1.6161
 348,   3.0460, 0,   1.4717,   1.6910
 349,   8.8171, 0,   1.7997,   2.5273
 350,   0.8874, 0,   1.8712,   2.4891
 351,   0.0115, 0,   1.8300,   2.5156
 352,   0.0315, 0,   1.7171,   2.5655
 353,   0.6376, 0,   1.7729,   2.5345
 354,   0.8100, 0,   1.8079,   2.5183
 355,   0.1663, 0,   1.7547,   2.5460
 356,   2.0307, 0,   1.9069,   2.5077
 357,  15.5234, 0,   2.9563,   4.6532
 358,   1.5158, 0,   3.0434,   4.6163
 359,  17.4058, 0,   4.3488,   6.1934
 360, 365.5301, 1,   8.2944,  15.1424
 361,   0.7417, 0,   8.2811,  15.1490
 362,   1.4134, 0,   8.4086,  15.0846
 363,   4.1282, 0,   8.7810,  14.9229
 364,  91.7577, 0,  17.0647,  27.8202
 365,   3.7105, 0,  17.3283,  27.6783
 366,   0.2758, 0,  17.3383,  27.6722
 367,   5.3052, 0,  17.6360,  27.5231
 368,   0.1481, 0,  16.2382,  27.9815
 369,   0.4701, 0,  16.1432,  28.0331
 370,   6.1280, 0,  15.1179,  28.1740
 371,   3.9979, 0,  10.7342,  25.7035
 372,  32.4957, 0,  13.6210,  26.1975
 373,  36.5376, 0,  16.8141,  26.6516
 374,   0.3524, 0,  16.4708,  26.8365
 375,   0.2739, 0,   8.1541,  12.6331
 376,   0.2249, 0,   7.8372,  12.7834
 377,   0.1778, 0,   7.8283,  12.7887
 378,   0.2306, 0,   7.3670,  12.9618
 379,   9.7241, 0,   8.2375,  12.7678
 380,   4.5941, 0,   8.6124,  12.5936
 381,   0.7782, 0,   8.1261,  12.7820
 382,   1.7232, 0,   7.9193,  12.8653
 383,   2.9646, 0,   5.2347,  10.2777
 384,   0.6725, 0,   1.9742,   2.7952
 385,   3.4678, 0,   2.2574,   2.7742
 386,   0.4458, 0,   2.2731,   2.7635
 387,   5.9156, 0,   2.7904,   2.8625
 388,   0.6990, 0,   2.8378,   2.8229
 389,   1.9342, 0,   2.9926,   2.7205
 390,   1.0282, 0,   2.2021,   1.7343
 391,   0.5102, 0,   1.8308,   1.6155
 392,   0.8064, 0,   1.8334,   1.6139
 393,   0.8968, 0,   1.7583,   1.6364
 394,   1.4947, 0,   1.6246,   1.5918
 395,   1.9088, 0,   1.7370,   1.5640
 396,   8.8871, 0,   2.2297,   2.5649
 397,   0.4363, 0,   2.2288,   2.5655
 398,   0.1085, 0,   1.7009,   2.3401
 399,   0.1880, 0,   1.6545,   2.3645
 400,   6.5907, 0,   2.0778,   2.7604
 401,   1.1499, 0,   2.0889,   2.7564
 402,   0.0177, 0,   2.0441,   2.7855
 403,   0.8136, 0,   2.0447,   2.7852
 404,   5.7225, 0,   2.4834,   2.9453
 405,   0.9559, 0,   2.4345,   2.9657
 406,   0.7722, 0,   2.3311,   3.0018
 407,  19.5125, 0,   3.2971,   5.5684
 408,   6.2564, 0,   3.8262,   5.5479
 409,1223.4095, 1,  15.4501,  35.9932
 410,   0.3793, 0,  15.4675,  35.9858
 411,  26.0604, 0,  17.2375,  35.9845
 412,   0.4950, 0,  17.1779,  36.0116
 413,   3.6850, 0,  17.5113,  35.8679
 414,   6.1247, 0,  17.9941,  35.6751
 415,   0.7130, 0,  17.5387,  35.8604
 416,   0.5831, 0,  17.5048,  35.8762
 417,   5.8607, 0,  17.9674,  35.6898
 418,   0.4492, 0,  16.2344,  36.0338
 419,  26.7550, 0,  18.0979,  35.9997
 420,   1.1913, 0,   6.5724,   9.5732
 421,   6.5376, 0,   7.1323,   9.3726
 422,   6.9453, 0,   5.3945,   7.2290
 423,   0.9798, 0,   5.4386,   7.2005
 424,   1.7567, 0,   5.2633,   7.2642
 425,  11.5160, 0,   5.7534,   7.4843
 426,   3.2646, 0,   5.9854,   7.3631
 427,   5.9131, 0,   6.4699,   7.1643
 428,   1.9553, 0,   6.1149,   7.2815
 429,   0.1795, 0,   6.0904,   7.3010
 430,   0.1321, 0,   3.6701,   3.4429
 431,   8.6615, 0,   4.3492,   3.6192
 432,   1.2175, 0,   3.8656,   3.6498
 433,   0.7428, 0,   3.3017,   3.6093
 434,   0.2562, 0,   3.2359,   3.6573
 435,   6.0348, 0,   3.6249,   3.7065
 436,   0.2960, 0,   2.6049,   2.8362
 437,   0.0439, 0,   2.3121,   2.9181
 438,   1.8877, 0,   1.9461,   2.6867
 439,   2.1208, 0,   1.9612,   2.6872
 440,   2.4096, 0,   2.1639,   2.6286
 441,   0.2505, 0,   2.1747,   2.6205
 442,   3.7050, 0,   1.7241,   1.7469
 443,   1.7207, 0,   1.7698,   1.7396
 444,  45.2077, 1,   2.2541,   2.0920
 445,   0.3171, 0,   2.2596,   2.0868
 446,   2.9767, 0,   1.9816,   1.7402
 447,   0.4116, 0,   1.9921,   1.7304
 448,   0.4549, 0,   2.0295,   1.6919
 449,   4.5681, 0,   2.2731,   1.8404
 450,   0.1199, 0,   2.0912,   1.9425
 451,   2.5399, 0,   2.1031,   1.9448
 452,  24.8597, 1,   2.5141,   1.9872
 453,  10.2158, 0,   3.1060,   2.9769
 454,  34.0526, 1,   4.0950,   3.9878
 455,  10.5483, 0,   4.5021,   4.3782
 456,   0.3151, 0,   4.5020,   4.3784
 457,   1.2040, 0,   4.3408,   4.4633
 458,   8.8638, 0,   5.1092,   4.4483
 459,  32.2609, 0,   8.0006,   8.7451
 460,   0.5124, 0,   7.6319,   8.9648
 461,   1.7680, 0,   7.7818,   8.8510
 462,   0.2868, 0,   7.5770,   8.9949
 463,   8.1069, 0,   7.8801,   8.9513
 464,   0.8893, 0,   7.0323,   9.1299
 465,   1.1807, 0,   5.9942,   9.0869
 466,   3.6354, 0,   5.3658,   8.9887
 467,   0.0677, 0,   5.3433,   9.0016
 468,   2.5092, 0,   5.4619,   8.9548
 469,   0.7084, 0,   4.7205,   8.9800
 470,   0.2721, 0,   1.8125,   2.2429
 471,   0.0844, 0,   1.7735,   2.2687
 472,   1.4744, 0,   1.7469,   2.2703
 473,  25.5309, 1,   2.0735,   2.2951
 474,   2.8392, 0,   1.5946,   1.3350
 475,   1.3746, 0,   1.6387,   1.3188
 476,  12.0692, 0,   2.6286,   3.2605
 477, 406.1038, 1,   6.9775,  14.4399
 478,  15.8137, 0,   8.4089,  14.4645
 479,  38.4925, 0,  11.6801,  16.6622
 480,   0.1276, 0,  11.6273,  16.6978
 481,  40.0938, 0,  15.2475,  18.1013
 482,  60.0461, 0,  20.6985,  21.4357
 483,  36.4091, 0,  23.8744,  20.9343
 484,  21.1639, 0,  25.4457,  20.0025
 485,   1.2245, 0,  25.2989,  20.1730
 486,   0.1660, 0,  25.1890,  20.3059
 487,   5.4972, 0,  24.5916,  20.7744
 488,   1.9286, 0,  20.0876,  19.8063
 489,   0.0144, 0,  18.6513,  20.6203
 490,   3.9850, 0,  15.5142,  19.9781
 491,   0.5444, 0,  15.5521,  19.9492
 492,   1.5590, 0,  12.0489,  18.6747
 493,   0.1245, 0,   6.6015,  11.0710
 494,   0.2147, 0,   3.3111,   5.8887
 495,   0.6362, 0,   1.4450,   1.6942
 496,   0.8500, 0,   1.4109,   1.7020
 497,   4.4082, 0,   1.7966,   1.8504
 498,   1.3742, 0,   1.4217,   1.4334
 499,   0.0882, 0,   1.2544,   1.4714
 500,   7.6760, 0,   1.9509,   2.2997
 501,   1.6430, 0,   1.7380,   2.2082
 502,   7.4669, 0,   2.3673,   2.7081
 503,  18.3955, 0,   3.8979,   5.3185
 504,   1.1518, 0,   3.9913,   5.2601
 505,   0.1561, 0,   3.9860,   5.2640
 506,   2.5777, 0,   4.1625,   5.1806
 507,   2.4645, 0,   4.3093,   5.1070
 508,  64.8426, 1,   4.6996,   5.2615
 509,   9.8809, 0,   5.4730,   5.3404
 510,  48.9474, 0,   9.9147,  13.3407
 511,  29.7793, 0,  11.9241,  14.4691
 512,   5.2669, 0,  12.2536,  14.2712
 513,   6.7709, 0,  12.1903,  14.2938
 514,   9.2230, 0,  11.3565,  14.1745
 515,  15.2436, 0,  12.6375,  13.8269
 516,   0.5356, 0,  12.6720,  13.7961
 517,   4.0798, 0,  12.8086,  13.7027
 518,   0.0905, 0,  12.5927,  13.8814
 519,   2.7517, 0,  12.0518,  14.1361
 520,   9.8864, 0,  12.0523,  14.1360
 521,   1.2031, 0,   7.7119,   8.2425
 522,   3.8826, 0,   5.3576,   4.4112
 523,   0.0930, 0,   4.8873,   4.6644
 524,  51.6938, 1,   4.7493,   4.6289
 525,  10.6840, 0,   4.8821,   4.7740
 526,   2.1005, 0,   3.6873,   3.5082
 527,   0.7423, 0,   3.7061,   3.4918
 528,  44.3679, 1,   3.7993,   3.5141
 529,   0.2762, 0,   3.8161,   3.4966
 530,   0.7062, 0,   3.6302,   3.6011
 531,   0.3068, 0,   2.7593,   3.1074
 532,   0.9178, 0,   2.7334,   3.1214
 533,   1.7329, 0,   2.5380,   3.1106
 534,  58.9218, 1,   3.2069,   3.2985
 535,   1.6606, 0,   2.8804,   3.2573
 536,   0.0578, 0,   1.9143,   2.2057
 537,   2.9392, 0,   1.9906,   2.2252
 538,   0.3247, 0,   1.9526,   2.2496
 539,   1.2684, 0,   1.6038,   2.0195
 540,  15.5197, 0,   2.9896,   4.4275
 541,   1.7896, 0,   3.0881,   4.3874
 542,   0.0788, 0,   3.0674,   4.4011
 543,   0.6709, 0,   3.0449,   4.4126
 544,   1.9670, 0,   3.0662,   4.4068
 545,   7.8670, 0,   3.1040,   4.4458
 546,  12.1490, 0,   4.0575,   5.1092
 547,   0.0583, 0,   4.0575,   5.1092
 548,   3.9523, 0,   4.1496,   5.0973
 549,  50.5898, 0,   8.7192,  14.1363
 550,   0.1402, 0,   8.6166,  14.1939
 551,   0.2119, 0,   7.2250,  14.1993
 552,   0.2698, 0,   7.0868,  14.2588
 553,   0.3218, 0,   7.1089,  14.2481
 554,   3.3771, 0,   7.3549,  14.1579
 555,   0.1930, 0,   7.1936,  14.2283
 556,   0.6785, 0,   6.5401,  14.3469
 557,   0.7505, 0,   5.5039,  14.3160
 558,   0.4012, 0,   5.5351,  14.3045
 559,   2.7635, 0,   5.4270,  14.3205
 560,   0.7713, 0,   0.8981,   1.0543
 561,   0.4897, 0,   0.9298,   1.0361
 562,   4.3872, 0,   1.3094,   1.4033
 563,   2.8790, 0,   1.5466,   1.4278
 564,   2.4162, 0,   1.7370,   1.3910
 565,   0.4230, 0,   1.4685,   1.3323
 566,  34.8957, 1,   1.8028,   1.4282
 567,   0.8654, 0,   1.8197,   1.4158
 568,   0.3697, 0,   1.7851,   1.4459
 569,   0.0099, 0,   1.7496,   1.4838
 570,   4.0138, 0,   1.8632,   1.6004
 571, 655.9851, 1,   8.0850,  19.3928
 572,   1.1627, 0,   8.1462,  19.3698
 573,   0.0217, 0,   7.7493,  19.4871
 574,   1.2976, 0,   7.6056,  19.5283
 575,   0.4471, 0,   7.4266,  19.5840
 576,   0.4181, 0,   7.4261,  19.5841
 577,   1.1149, 0,   7.1756,  19.6455
 578,   2.7443, 0,   7.3464,  19.5980
 579,   1.0556, 0,   7.4088,  19.5768
 580,  10.5080, 0,   8.3632,  19.4483
 581,   8.3037, 0,   8.7531,  19.4002
